,Date,ticker,price,volume
10295,6/18/19,RCL,119.8492966,873100
10296,6/19/19,RCL,119.8688507,781400
10297,6/20/19,RCL,116.0475006,3429800
10298,6/21/19,RCL,112.235939,2822900
10299,6/24/19,RCL,114.4446945,2455100
10300,6/25/19,RCL,113.4087372,1617900
10301,6/26/19,RCL,113.9071655,1179500
10302,6/27/19,RCL,116.4970703,1099400
10303,6/28/19,RCL,118.4614944,2067000
10304,7/1/19,RCL,115.3926926,2199900
10305,7/2/19,RCL,116.3406982,1105600
10306,7/3/19,RCL,113.8973923,1634600
10307,7/5/19,RCL,112.7832413,2210100
10308,7/8/19,RCL,109.3528366,2900300
10309,7/9/19,RCL,108.6980286,3188700
10310,7/10/19,RCL,107.8770752,2098700
10311,7/11/19,RCL,107.8966217,2225900
10312,7/12/19,RCL,107.6425171,3208100
10313,7/15/19,RCL,110.2910614,3594300
10314,7/16/19,RCL,111.9525223,2473100
10315,7/17/19,RCL,109.2257767,1923400
10316,7/18/19,RCL,108.483017,1955600
10317,7/19/19,RCL,107.6522903,1931600
10318,7/22/19,RCL,109.098732,3048800
10319,7/23/19,RCL,111.1511154,2054800
10320,7/24/19,RCL,112.7245941,3141300
10321,7/25/19,RCL,110.4767609,3491500
10322,7/26/19,RCL,111.3759003,2323000
10323,7/29/19,RCL,112.9689255,1995700
10324,7/30/19,RCL,113.3598633,1581300
10325,7/31/19,RCL,113.7019196,2462300
10326,8/1/19,RCL,111.4638519,2533300
10327,8/2/19,RCL,108.2191391,2006600
10328,8/5/19,RCL,105.2480698,1894200
10329,8/6/19,RCL,104.6323547,2026600
10330,8/7/19,RCL,104.9353333,1355800
10331,8/8/19,RCL,107.2515869,2011800
10332,8/9/19,RCL,106.7726974,904900
10333,8/12/19,RCL,104.8669128,834300
10334,8/13/19,RCL,106.5576859,2318600
10335,8/14/19,RCL,101.8274384,1910800
10336,8/15/19,RCL,101.5146942,1217700
10337,8/16/19,RCL,102.7949829,988300
10338,8/19/19,RCL,105.3164902,1350200
10339,8/20/19,RCL,105.1894226,949000
10340,8/21/19,RCL,105.2285233,778500
10341,8/22/19,RCL,104.603035,944700
10342,8/23/19,RCL,100.2050781,2184100
10343,8/26/19,RCL,100.1659775,1665600
10344,8/27/19,RCL,99.46231079,1174600
10345,8/28/19,RCL,100.8403397,1369400
10346,8/29/19,RCL,101.0357971,1191100
10347,8/30/19,RCL,101.9153976,1209000
10348,9/3/19,RCL,100.5178146,1831300
10349,9/4/19,RCL,102.3649597,1234900
10350,9/5/19,RCL,104.5150833,1304200
10351,9/6/19,RCL,105.9517517,1728600
10352,9/9/19,RCL,108.1018524,1404300
10353,9/10/19,RCL,111.1706543,1743900
10354,9/11/19,RCL,111.2488403,1386500
10355,9/12/19,RCL,110.7015305,1012800
10356,9/13/19,RCL,112.2261734,1085100
10357,9/16/19,RCL,111.3465729,1206700
10358,9/17/19,RCL,111.5029373,720900
10359,9/18/19,RCL,110.427887,1790700
10360,9/19/19,RCL,110.6739273,1238300
10361,9/20/19,RCL,109.906311,1434700
10362,9/23/19,RCL,107.8101425,1646500
10363,9/24/19,RCL,106.9145966,1439800
10364,9/25/19,RCL,107.918396,1116200
10365,9/26/19,RCL,105.2317505,2549600
10366,9/27/19,RCL,105.330162,1632200
10367,9/30/19,RCL,106.60952,1301900
10368,10/1/19,RCL,102.9879608,1595200
10369,10/2/19,RCL,101.3740082,1635700
10370,10/3/19,RCL,102.5254211,1260800
10371,10/4/19,RCL,101.6692352,1634300
10372,10/7/19,RCL,100.97052,1758200
10373,10/8/19,RCL,99.42544556,1318400
10374,10/9/19,RCL,100.2619476,944100
10375,10/10/19,RCL,101.9644775,1213900
10376,10/11/19,RCL,105.8615875,1960800
10377,10/14/19,RCL,106.2453918,1183600
10378,10/15/19,RCL,107.7412567,1439400
10379,10/16/19,RCL,106.5996704,1032700
10380,10/17/19,RCL,107.4164963,558400
10381,10/18/19,RCL,109.4142456,1737500
